temp1,smoke1,soil,flame1,temp2,smoke2,flame2,humidity,label
59.4,1169,3754,0,64.3,1373,0,10.8,CONFIRMED_FIRE
32.3,337,2573,1,32.1,547,1,74.4,SAFE
50.7,1076,3299,1,55.4,1086,1,18.6,PROBABLE_FIRE
25.7,511,1094,1,26.7,598,1,76.7,SAFE
43.2,704,3532,1,44.7,822,1,33.7,HIGH_RISK
51.4,1205,3922,0,56.6,1131,0,18.3,CONFIRMED_FIRE
26.1,300,1807,1,26.5,307,1,64.1,SAFE
39.2,782,4011,1,40.6,647,1,27.9,HIGH_RISK
28.8,582,1972,1,28.6,484,1,66.6,SAFE
24.8,331,1239,1,23.0,467,1,71.0,SAFE
21.9,408,1668,1,18.9,598,1,66.9,SAFE
39.1,521,3562,1,39.2,592,1,25.8,HIGH_RISK
34.8,520,4083,1,36.6,446,1,30.0,HIGH_RISK
35.9,398,4013,1,37.5,405,1,31.7,HIGH_RISK
24.7,375,2465,1,24.4,571,1,80.5,SAFE
45.2,737,3273,0,49.9,670,1,19.3,PROBABLE_FIRE
30.2,495,1690,1,28.4,519,1,70.7,SAFE
35.8,762,3583,1,35.7,552,1,29.4,HIGH_RISK
42.5,846,3125,1,48.2,945,0,34.3,PROBABLE_FIRE
40.3,512,3506,1,42.6,571,1,38.5,HIGH_RISK
19.4,437,1390,1,20.6,525,1,77.7,SAFE
32.8,458,2684,1,33.5,430,1,71.3,SAFE
35.0,817,3979,1,37.7,515,1,42.8,HIGH_RISK
41.1,754,4327,1,46.5,509,1,25.5,HIGH_RISK
54.9,1185,3576,0,59.6,1619,0,16.5,CONFIRMED_FIRE
54.0,1125,3835,0,55.4,1227,0,16.6,CONFIRMED_FIRE
46.4,1221,3411,1,46.7,1114,1,31.9,PROBABLE_FIRE
43.1,681,3605,1,47.5,638,1,20.3,HIGH_RISK
51.4,1175,3999,0,54.6,1153,0,12.3,CONFIRMED_FIRE
34.5,429,2642,1,32.6,465,1,77.7,SAFE
50.3,1281,3388,1,62.2,1192,0,17.0,CONFIRMED_FIRE
36.8,634,3672,1,35.2,677,1,39.1,HIGH_RISK
38.8,800,3988,1,40.2,750,1,27.7,HIGH_RISK
44.8,1085,3982,1,55.5,1260,0,6.5,CONFIRMED_FIRE
36.7,745,4328,1,34.4,406,1,18.7,HIGH_RISK
28.7,612,1698,1,29.0,541,1,83.7,SAFE
28.5,463,1111,1,28.1,343,1,60.3,SAFE
32.6,321,2336,1,30.3,425,1,64.6,SAFE
34.8,455,3733,1,34.1,472,1,28.3,HIGH_RISK
35.1,793,3654,1,33.7,796,1,34.1,HIGH_RISK
50.0,1212,3793,1,54.6,1196,1,36.4,PROBABLE_FIRE
23.0,334,2482,1,24.3,399,1,72.3,SAFE
36.2,621,3808,1,40.0,539,1,31.3,HIGH_RISK
32.4,652,2612,1,29.1,529,1,61.5,SAFE
26.4,444,2683,1,25.9,445,1,59.2,SAFE
46.2,780,3328,1,45.7,1039,0,17.2,PROBABLE_FIRE
23.7,409,2455,1,23.3,661,1,56.8,SAFE
43.0,780,4076,1,43.4,594,1,17.9,HIGH_RISK
25.9,511,2063,1,28.5,678,1,87.4,SAFE
24.7,597,1104,1,23.4,638,1,84.8,SAFE
42.9,757,3422,1,48.9,624,1,22.4,HIGH_RISK
20.5,367,1577,1,20.0,525,1,78.2,SAFE
42.5,829,3587,1,44.7,1065,1,27.9,PROBABLE_FIRE
39.1,681,3833,1,39.9,541,1,30.7,HIGH_RISK
61.2,1070,3216,0,66.9,1075,0,10.3,CONFIRMED_FIRE
47.9,1254,3768,1,55.5,1186,0,14.9,CONFIRMED_FIRE
21.8,582,1917,1,20.0,309,1,74.9,SAFE
42.3,942,3648,1,44.9,950,1,24.6,PROBABLE_FIRE
54.6,1510,3713,0,60.5,1304,0,11.4,CONFIRMED_FIRE
27.7,327,1112,1,29.1,344,1,54.0,SAFE
22.3,468,1006,1,21.4,520,1,57.6,SAFE
43.9,980,3941,1,45.7,1176,1,24.5,PROBABLE_FIRE
41.9,1060,3667,0,45.8,801,1,14.6,PROBABLE_FIRE
42.2,1151,3629,1,43.2,1192,1,14.2,PROBABLE_FIRE
32.3,621,1344,1,30.2,484,1,85.4,SAFE
38.3,724,3737,1,41.7,688,1,22.9,HIGH_RISK
34.6,616,3377,1,41.0,498,1,34.4,HIGH_RISK
33.6,493,3950,1,38.5,820,1,40.6,HIGH_RISK
26.6,611,1609,1,28.0,385,1,51.7,SAFE
46.9,1263,4371,1,55.8,1366,0,5.5,CONFIRMED_FIRE
32.2,329,2497,1,33.0,369,1,61.2,SAFE
45.3,660,3022,1,49.5,915,0,35.5,PROBABLE_FIRE
44.0,500,3793,1,46.5,774,1,28.4,HIGH_RISK
35.9,715,3894,1,38.5,708,1,19.4,HIGH_RISK
53.1,1123,3121,0,55.4,1349,0,8.9,CONFIRMED_FIRE
47.6,932,3817,1,49.7,705,0,37.3,PROBABLE_FIRE
57.6,1116,3486,0,58.7,1391,0,5.1,CONFIRMED_FIRE
24.4,448,1802,1,26.1,480,1,59.9,SAFE
39.5,1075,3184,0,41.6,1042,0,15.6,PROBABLE_FIRE
29.9,438,2838,1,33.2,615,1,65.2,SAFE
50.4,1565,3655,0,62.3,1225,0,6.9,CONFIRMED_FIRE
36.9,561,3610,1,35.1,588,1,38.8,HIGH_RISK
46.5,1023,3331,1,56.6,1312,0,8.0,CONFIRMED_FIRE
30.0,619,1603,1,28.8,325,1,57.7,SAFE
22.3,581,2324,1,25.6,339,1,58.7,SAFE
50.8,889,3898,1,54.0,1145,1,34.7,PROBABLE_FIRE
35.2,619,3518,1,38.2,676,1,42.2,HIGH_RISK
46.0,674,3002,0,50.8,869,0,12.0,PROBABLE_FIRE
38.5,662,3821,1,36.3,592,1,35.1,HIGH_RISK
43.7,461,3668,1,41.7,557,1,22.2,HIGH_RISK
41.1,794,4013,1,44.0,716,1,26.8,HIGH_RISK
64.2,1408,4188,0,70.8,1055,0,12.3,CONFIRMED_FIRE
50.8,1093,4145,1,55.6,1397,0,19.5,CONFIRMED_FIRE
22.9,520,1498,1,21.0,493,1,77.6,SAFE
55.0,1021,4046,0,63.2,1508,0,23.4,CONFIRMED_FIRE
42.3,656,3714,1,44.5,789,1,30.0,HIGH_RISK
43.9,584,3826,1,50.5,581,1,27.8,HIGH_RISK
56.4,1468,3904,0,65.5,1219,0,16.8,CONFIRMED_FIRE
70.9,1181,4196,0,75.6,1040,0,13.6,CONFIRMED_FIRE
57.7,1435,3984,0,59.6,1368,1,9.4,CONFIRMED_FIRE
38.9,431,3686,1,41.9,791,1,44.5,HIGH_RISK
59.2,1333,3916,0,65.2,1095,1,14.7,CONFIRMED_FIRE
40.8,694,4135,1,38.2,544,1,31.2,HIGH_RISK
40.1,773,3851,1,43.7,433,1,23.0,HIGH_RISK
55.4,1329,3317,0,65.5,1326,0,14.4,CONFIRMED_FIRE
22.7,322,1126,1,22.3,511,1,82.0,SAFE
45.1,938,2877,1,49.7,895,1,17.5,PROBABLE_FIRE
33.9,760,3962,1,32.9,625,1,38.2,HIGH_RISK
42.1,702,3341,1,46.5,573,1,27.4,HIGH_RISK
37.1,538,4254,1,38.5,484,1,17.9,HIGH_RISK
25.7,673,2474,1,25.1,410,1,59.6,SAFE
52.5,936,2763,1,55.1,1173,1,26.4,PROBABLE_FIRE
24.9,591,2689,1,22.5,346,1,68.7,SAFE
41.8,636,3855,1,45.8,757,1,34.4,HIGH_RISK
37.2,585,3864,0,38.6,560,1,26.6,PROBABLE_FIRE
32.6,560,1763,1,34.7,419,1,50.8,SAFE
42.5,550,3740,1,46.6,440,1,38.0,HIGH_RISK
50.1,1022,2949,1,50.5,1003,1,20.2,PROBABLE_FIRE
22.8,327,2295,1,23.4,563,1,67.8,SAFE
44.3,998,3164,1,44.4,1049,1,11.8,PROBABLE_FIRE
53.3,1265,3590,0,60.0,959,0,8.6,CONFIRMED_FIRE
23.5,360,1458,1,24.0,295,1,58.9,SAFE
37.1,1034,3198,0,38.4,743,1,19.8,PROBABLE_FIRE
54.3,1229,3979,1,62.9,1412,0,8.0,CONFIRMED_FIRE
31.0,441,2040,1,31.6,491,1,71.9,SAFE
39.1,1124,3886,1,41.0,1172,1,33.9,PROBABLE_FIRE
29.4,405,1026,1,32.3,491,1,92.2,SAFE
36.3,695,1150,1,37.6,597,1,80.1,SAFE
52.6,1216,3969,0,58.4,1579,0,11.0,CONFIRMED_FIRE
34.2,383,2175,1,32.0,575,1,90.2,SAFE
34.3,489,3629,1,36.1,760,1,27.3,HIGH_RISK
32.7,576,2701,1,33.2,463,1,74.9,SAFE
38.1,686,3571,1,40.6,798,1,40.0,HIGH_RISK
27.2,309,1718,1,26.3,618,1,53.0,SAFE
36.5,484,3749,1,42.2,705,1,33.3,HIGH_RISK
21.5,631,2382,1,22.2,553,1,75.2,SAFE
24.9,523,1529,1,24.1,612,1,65.1,SAFE
33.0,519,1849,1,35.8,610,1,72.8,SAFE
26.7,453,1373,1,27.5,356,1,63.6,SAFE
46.9,1442,3381,0,56.3,1272,0,11.0,CONFIRMED_FIRE
27.3,340,2461,1,26.8,558,1,79.7,SAFE
24.7,607,2468,1,23.7,381,1,69.3,SAFE
39.1,1012,3567,0,41.1,617,1,25.2,PROBABLE_FIRE
46.0,1260,3117,1,51.4,1141,1,13.3,PROBABLE_FIRE
42.2,557,3860,1,44.4,706,1,44.2,HIGH_RISK
40.2,1010,4220,1,43.9,877,0,29.9,PROBABLE_FIRE
46.8,1237,3212,1,44.3,1010,1,18.2,PROBABLE_FIRE
54.1,1381,3599,0,61.8,1299,0,16.3,CONFIRMED_FIRE
50.0,1040,3626,1,53.5,1204,1,32.0,PROBABLE_FIRE
45.0,763,3828,1,44.8,794,0,25.5,PROBABLE_FIRE
27.5,588,2474,1,27.6,387,1,53.4,SAFE
27.5,667,2078,1,25.6,645,1,85.8,SAFE
65.5,1206,3861,0,82.5,1471,0,7.8,CONFIRMED_FIRE
34.4,434,2300,1,35.3,515,1,51.4,SAFE
40.6,748,3782,1,48.7,747,1,37.4,HIGH_RISK
52.3,935,3973,0,53.3,1147,1,20.7,PROBABLE_FIRE
49.3,1370,3529,0,60.2,1606,0,12.6,CONFIRMED_FIRE
32.4,493,1476,1,30.6,328,1,91.3,SAFE
51.6,1183,3148,0,56.0,1205,0,12.2,CONFIRMED_FIRE
19.9,593,1256,1,21.9,426,1,64.0,SAFE
41.1,1074,3022,1,38.7,1221,1,35.3,PROBABLE_FIRE
28.9,483,1051,1,29.4,447,1,76.4,SAFE
33.1,583,991,1,33.0,456,1,75.9,SAFE
39.6,632,3600,1,43.8,391,1,36.8,HIGH_RISK
25.0,468,1735,1,25.4,431,1,83.6,SAFE
49.8,720,3187,1,51.0,671,0,22.1,PROBABLE_FIRE
44.6,899,3477,1,47.3,1130,1,11.2,PROBABLE_FIRE
31.8,389,3519,1,31.4,678,1,26.1,HIGH_RISK
26.7,306,1141,1,27.9,355,1,65.9,SAFE
32.0,323,1823,1,28.5,610,1,76.7,SAFE
44.8,579,4335,1,47.1,649,1,26.6,HIGH_RISK
34.1,431,1974,1,34.5,363,1,73.9,SAFE
38.7,1259,4222,1,37.8,1120,1,24.8,PROBABLE_FIRE
32.9,442,2444,1,35.6,550,1,62.7,SAFE
25.0,531,2101,1,23.9,404,1,77.4,SAFE
41.6,711,3979,1,43.7,951,0,37.5,PROBABLE_FIRE
26.2,319,2852,1,27.1,375,1,55.3,SAFE
36.9,455,3750,1,34.5,798,1,32.1,HIGH_RISK
48.2,1115,3486,0,53.8,1210,0,8.4,CONFIRMED_FIRE
42.8,1214,3093,0,48.9,1486,0,10.2,CONFIRMED_FIRE
39.7,735,3464,0,43.3,958,0,11.0,PROBABLE_FIRE
37.1,595,3422,1,39.2,510,1,24.7,HIGH_RISK
31.9,622,3445,1,32.7,600,1,37.6,HIGH_RISK
41.7,695,3798,1,43.3,572,1,22.4,HIGH_RISK
51.1,969,3801,1,49.2,911,1,31.1,PROBABLE_FIRE
45.3,860,3632,0,46.4,788,1,30.8,PROBABLE_FIRE
31.6,564,983,1,29.0,334,1,52.1,SAFE
32.9,676,3887,1,33.3,839,1,15.5,HIGH_RISK
46.2,1051,3933,0,55.0,623,0,35.5,PROBABLE_FIRE
43.7,1186,4326,1,54.4,1333,0,7.1,CONFIRMED_FIRE
47.8,1269,3533,0,54.6,1096,0,17.2,CONFIRMED_FIRE
29.4,318,2518,1,26.7,499,1,68.7,SAFE
60.7,1180,3350,0,65.0,1344,0,11.3,CONFIRMED_FIRE
50.9,672,3267,1,53.3,829,0,14.9,PROBABLE_FIRE
30.1,285,1494,1,30.4,695,1,88.5,SAFE
22.3,490,1127,1,19.9,457,1,87.3,SAFE
37.8,612,3834,1,36.9,695,1,30.7,HIGH_RISK
47.1,1441,3997,0,49.5,1100,0,17.8,CONFIRMED_FIRE
26.9,344,1320,1,28.1,497,1,71.7,SAFE
29.3,632,2707,1,27.4,507,1,54.1,SAFE
42.2,723,3339,0,44.8,676,0,17.7,PROBABLE_FIRE
39.3,461,3478,1,37.4,658,1,37.8,HIGH_RISK
26.4,571,2395,1,26.9,553,1,57.2,SAFE
26.4,496,1403,1,23.3,567,1,55.8,SAFE
43.8,443,3895,1,48.3,708,1,27.6,HIGH_RISK
60.4,1151,3296,0,66.5,1475,0,25.0,CONFIRMED_FIRE
40.2,887,3540,1,44.8,995,0,15.2,PROBABLE_FIRE
24.6,367,2923,1,22.3,324,1,71.5,SAFE
46.4,1322,3428,1,46.8,1086,1,23.7,PROBABLE_FIRE
39.7,421,3870,1,39.6,447,1,30.7,HIGH_RISK
33.4,713,3652,1,34.6,459,1,32.3,HIGH_RISK
56.8,1525,3409,0,60.5,1083,0,20.6,CONFIRMED_FIRE
31.8,399,1215,1,29.8,416,1,73.5,SAFE
45.9,1088,3746,1,56.7,1104,0,11.5,CONFIRMED_FIRE
42.4,542,3506,1,45.5,680,1,36.7,HIGH_RISK
47.5,1157,3712,1,51.4,1421,0,6.1,CONFIRMED_FIRE
44.9,674,3529,1,47.2,449,1,42.5,HIGH_RISK
32.5,587,1713,1,30.6,502,1,61.9,SAFE
40.0,1057,3962,1,40.2,978,1,31.0,PROBABLE_FIRE
25.1,560,2589,1,24.1,370,1,69.5,SAFE
36.3,451,1161,1,40.3,391,1,79.7,SAFE
29.7,408,2770,1,29.6,377,1,81.0,SAFE
62.3,1311,3324,0,66.7,1386,0,6.2,CONFIRMED_FIRE
42.0,943,3692,1,43.6,1027,1,34.7,PROBABLE_FIRE
50.6,1138,3801,0,62.4,1352,0,18.5,CONFIRMED_FIRE
53.1,919,3603,1,64.0,1101,0,25.3,PROBABLE_FIRE
24.5,349,2537,1,24.9,509,1,85.5,SAFE
25.9,489,1983,1,27.6,443,1,76.3,SAFE
24.0,397,2232,1,22.1,334,1,53.1,SAFE
39.9,1075,3049,1,42.5,770,0,37.0,PROBABLE_FIRE
46.8,960,3451,1,48.7,1176,1,28.0,PROBABLE_FIRE
34.0,524,1330,1,33.8,453,1,59.3,SAFE
44.9,1302,3323,1,43.7,1148,1,35.5,PROBABLE_FIRE
44.9,625,3846,1,47.4,644,1,34.9,HIGH_RISK
44.0,1047,3935,0,52.4,1381,0,7.6,CONFIRMED_FIRE
25.5,316,1666,1,25.5,605,1,75.2,SAFE
28.3,457,2530,1,26.5,441,1,56.5,SAFE
51.6,1058,3692,1,58.9,1475,0,12.0,CONFIRMED_FIRE
41.2,623,2966,0,44.4,1046,1,37.6,PROBABLE_FIRE
41.3,724,3534,1,45.2,385,1,39.2,HIGH_RISK
39.2,1191,3079,1,43.5,1031,1,27.9,PROBABLE_FIRE
31.7,604,1503,1,32.7,513,1,73.3,SAFE
48.6,1080,3157,1,52.7,757,0,35.3,PROBABLE_FIRE
33.2,403,1067,1,35.4,472,1,58.0,SAFE
40.7,493,4003,1,44.7,500,1,25.3,HIGH_RISK
48.8,1323,4250,1,52.0,1341,0,9.3,CONFIRMED_FIRE
40.6,548,3618,1,41.2,455,1,47.1,HIGH_RISK
49.1,1161,3932,1,52.2,1257,1,21.0,PROBABLE_FIRE
21.2,376,2629,1,21.6,617,1,80.9,SAFE
38.0,828,3838,1,40.8,643,1,28.4,HIGH_RISK
60.9,1429,3677,0,75.8,1093,0,9.4,CONFIRMED_FIRE
42.8,710,3410,1,43.0,601,1,39.4,HIGH_RISK
40.3,859,4269,1,41.6,802,0,33.2,PROBABLE_FIRE
40.2,1267,2752,1,44.8,1315,1,22.2,PROBABLE_FIRE
37.9,666,3902,1,40.9,675,1,19.1,HIGH_RISK
54.9,1370,3598,0,67.6,1381,0,16.1,CONFIRMED_FIRE
34.9,688,3713,1,39.0,556,1,31.5,HIGH_RISK
32.2,454,1003,1,30.0,308,1,53.0,SAFE
52.7,1119,3424,1,49.5,929,1,34.5,PROBABLE_FIRE
45.9,1313,4153,0,50.7,997,0,18.6,CONFIRMED_FIRE
52.6,1206,3889,1,53.7,1110,0,6.0,CONFIRMED_FIRE
36.3,669,4297,1,37.8,616,1,15.7,HIGH_RISK
36.9,858,3700,1,38.2,699,1,18.1,HIGH_RISK
27.7,621,1636,1,27.6,353,1,67.2,SAFE
20.4,628,1806,1,21.7,357,1,65.7,SAFE
42.2,810,3851,1,48.5,480,1,30.8,HIGH_RISK
33.8,587,1782,1,35.5,626,1,82.2,SAFE
42.0,980,3682,1,49.1,1188,0,11.1,PROBABLE_FIRE
51.7,1303,4423,1,50.1,1123,1,25.1,PROBABLE_FIRE
41.8,754,3938,1,47.1,499,1,42.7,HIGH_RISK
43.8,1230,3659,1,47.2,1226,1,13.5,PROBABLE_FIRE
28.9,418,2501,1,30.4,444,1,90.0,SAFE
61.6,1388,3380,0,63.3,1370,0,23.4,CONFIRMED_FIRE
37.9,437,4229,1,37.7,751,1,36.2,HIGH_RISK
44.9,535,4064,1,41.7,721,1,24.2,HIGH_RISK
30.9,476,1789,1,30.4,628,1,51.2,SAFE
49.7,1146,4146,1,51.5,1248,0,19.1,CONFIRMED_FIRE
66.7,1173,3789,0,69.4,1455,1,10.7,CONFIRMED_FIRE
40.1,489,3599,1,43.2,525,1,41.0,HIGH_RISK
47.3,1148,4137,1,48.9,1206,1,17.2,PROBABLE_FIRE
21.0,434,2111,1,20.8,497,1,81.7,SAFE
45.5,1458,3884,0,51.4,1134,1,17.2,CONFIRMED_FIRE
51.8,1060,3510,0,58.0,1206,0,13.9,CONFIRMED_FIRE
44.6,516,3741,1,44.6,731,1,19.7,HIGH_RISK
42.9,1288,3853,1,48.6,1188,0,19.4,CONFIRMED_FIRE
20.7,311,2087,1,22.3,566,1,67.4,SAFE
22.4,317,2297,1,21.7,456,1,68.0,SAFE
59.6,1198,3985,0,60.9,1323,0,15.3,CONFIRMED_FIRE
42.9,998,3868,1,46.0,968,0,24.3,PROBABLE_FIRE
21.7,612,1739,1,18.9,344,1,91.4,SAFE
33.2,367,2422,1,32.5,585,1,56.5,SAFE
39.1,771,3537,1,40.2,560,1,36.1,HIGH_RISK
32.4,556,2537,1,33.3,415,1,68.7,SAFE
42.4,1203,3817,1,46.3,1241,1,18.5,PROBABLE_FIRE
27.8,449,2198,1,29.5,462,1,66.0,SAFE
38.2,399,4249,1,37.4,700,1,41.8,HIGH_RISK
42.0,695,3660,1,46.8,482,1,27.0,HIGH_RISK
50.3,1399,3491,0,52.9,1255,0,14.2,CONFIRMED_FIRE
43.6,971,3882,1,48.8,1354,1,14.7,PROBABLE_FIRE
48.1,1248,3539,0,55.1,1407,0,14.1,CONFIRMED_FIRE
54.9,1357,4357,0,62.7,1362,0,10.0,CONFIRMED_FIRE
64.9,1290,3924,0,67.1,960,1,16.4,CONFIRMED_FIRE
27.5,469,2628,1,27.7,564,1,86.6,SAFE
46.0,1591,3555,0,52.1,1553,0,11.2,CONFIRMED_FIRE
38.3,421,3861,1,39.4,810,1,37.8,HIGH_RISK
34.8,428,1126,1,33.9,334,1,61.5,SAFE
50.6,1203,4205,0,53.7,1222,0,9.5,CONFIRMED_FIRE
24.8,465,1703,1,22.9,471,1,73.7,SAFE
56.3,1028,4252,0,62.6,1014,1,17.7,CONFIRMED_FIRE
63.6,1186,3382,0,71.4,1310,0,11.0,CONFIRMED_FIRE
30.1,334,2036,1,30.6,535,1,70.5,SAFE
55.8,1436,3807,0,66.6,1058,0,14.7,CONFIRMED_FIRE
37.2,545,3699,1,38.8,750,1,20.1,HIGH_RISK
52.9,1242,3782,1,50.8,1162,1,9.7,PROBABLE_FIRE
37.1,488,3699,1,34.4,425,1,37.9,HIGH_RISK
44.2,692,4045,0,46.8,685,1,28.4,PROBABLE_FIRE
46.9,1305,3114,0,54.4,1405,0,17.0,CONFIRMED_FIRE
25.2,312,1390,1,26.1,508,1,62.3,SAFE
62.5,1290,4152,0,62.5,1379,1,15.4,CONFIRMED_FIRE
53.5,1149,3947,0,61.6,1026,0,7.9,CONFIRMED_FIRE
25.9,596,2478,1,27.2,394,1,83.6,SAFE
44.2,1251,3001,0,52.0,1315,0,19.9,CONFIRMED_FIRE
46.4,1172,4026,0,48.0,1310,0,14.2,CONFIRMED_FIRE
48.1,1006,3295,1,50.3,949,0,13.6,PROBABLE_FIRE
50.3,863,3385,0,51.3,736,0,26.2,PROBABLE_FIRE
52.1,1427,3923,1,57.3,1502,0,19.2,CONFIRMED_FIRE
43.4,696,4056,1,41.0,538,1,22.1,HIGH_RISK
50.5,1270,2814,1,57.8,1215,1,34.0,PROBABLE_FIRE
39.2,625,3577,1,45.4,876,1,23.2,HIGH_RISK
50.8,1099,3931,1,53.2,1114,1,12.3,PROBABLE_FIRE
60.0,1175,4108,0,61.5,1123,0,16.7,CONFIRMED_FIRE
26.2,540,1068,1,26.4,492,1,83.4,SAFE
28.1,432,2575,1,31.2,294,1,60.3,SAFE
48.8,522,3375,1,49.1,459,1,28.0,HIGH_RISK
42.3,608,3849,1,51.3,731,1,16.9,HIGH_RISK
40.2,530,3889,1,43.3,521,1,36.3,HIGH_RISK
42.2,736,4061,1,44.4,761,1,40.3,HIGH_RISK
27.4,413,2095,1,29.4,527,1,54.2,SAFE
70.6,1317,3647,0,71.8,1190,0,6.5,CONFIRMED_FIRE
58.6,1174,3537,0,61.6,1223,0,6.8,CONFIRMED_FIRE
41.4,451,4097,1,43.9,568,1,38.0,HIGH_RISK
41.6,440,3794,1,42.7,496,1,28.3,HIGH_RISK
38.6,700,3591,1,36.7,499,1,33.0,HIGH_RISK
30.6,537,1173,1,29.7,453,1,77.9,SAFE
57.6,1351,3400,0,65.4,1223,0,8.9,CONFIRMED_FIRE
64.0,1276,3333,0,72.0,1484,0,22.2,CONFIRMED_FIRE
51.7,1275,3153,0,54.9,1116,0,8.4,CONFIRMED_FIRE
43.5,598,4104,1,45.2,463,1,31.8,HIGH_RISK
24.0,659,1903,1,24.5,313,1,69.8,SAFE
25.6,296,1029,1,28.5,495,1,89.1,SAFE
68.1,1175,3863,0,75.0,1026,0,18.1,CONFIRMED_FIRE
25.7,333,1258,1,22.7,611,1,52.7,SAFE
31.3,583,1970,1,34.6,391,1,79.0,SAFE
55.8,1336,3799,0,52.9,1126,0,21.9,CONFIRMED_FIRE
60.0,1279,3970,0,63.1,855,0,10.5,CONFIRMED_FIRE
41.5,536,3870,1,42.8,578,1,40.7,HIGH_RISK
45.7,1058,3673,0,43.2,1147,0,16.8,CONFIRMED_FIRE
53.3,1134,3583,0,54.2,1066,0,21.5,CONFIRMED_FIRE
21.7,508,2070,1,25.2,667,1,68.1,SAFE
45.9,720,2988,0,50.7,822,1,33.1,PROBABLE_FIRE
37.5,1110,4052,1,40.8,631,0,37.9,PROBABLE_FIRE
46.2,617,3234,1,50.1,878,0,11.6,PROBABLE_FIRE
53.1,1309,3521,0,55.5,1045,0,10.7,CONFIRMED_FIRE
35.6,459,1832,1,34.3,599,1,87.0,SAFE
40.1,540,3825,1,46.4,639,1,26.7,HIGH_RISK
22.3,372,1256,1,21.5,335,1,74.6,SAFE
66.0,1222,3685,0,65.8,1177,0,16.9,CONFIRMED_FIRE
41.6,1238,2921,1,43.5,1195,1,13.0,PROBABLE_FIRE
68.2,1265,3651,0,72.5,1416,0,23.7,CONFIRMED_FIRE
36.8,469,3498,1,36.7,661,1,21.4,HIGH_RISK
54.3,1307,3700,0,59.2,1364,0,12.8,CONFIRMED_FIRE
45.4,1343,3700,0,47.1,1606,0,8.0,CONFIRMED_FIRE
50.7,984,4726,1,57.4,1211,0,13.6,CONFIRMED_FIRE
40.2,524,3703,1,45.8,565,1,17.2,HIGH_RISK
32.8,385,1207,1,31.8,414,1,62.8,SAFE
52.7,1393,3650,0,55.4,940,1,9.1,CONFIRMED_FIRE
50.6,1073,3363,0,51.5,1120,0,17.7,CONFIRMED_FIRE
50.8,604,4206,0,49.1,1069,0,23.3,PROBABLE_FIRE
39.6,824,3914,0,43.9,1078,1,19.4,PROBABLE_FIRE
37.4,464,4061,1,37.6,534,1,40.6,HIGH_RISK
46.1,543,3649,1,49.1,629,1,18.6,HIGH_RISK
40.1,963,4083,0,42.6,848,0,15.3,PROBABLE_FIRE
57.3,1343,4078,0,61.6,1360,0,6.3,CONFIRMED_FIRE
55.9,1472,3800,0,59.8,1186,0,15.3,CONFIRMED_FIRE
52.0,1584,3381,0,58.2,1227,0,6.5,CONFIRMED_FIRE
46.1,1179,3858,1,46.3,1266,1,15.1,PROBABLE_FIRE
49.7,1106,3962,0,50.9,1188,1,9.5,CONFIRMED_FIRE
59.9,1427,3788,0,61.0,1291,0,5.8,CONFIRMED_FIRE
23.2,372,2023,1,22.6,380,1,90.2,SAFE
26.8,475,2704,1,28.4,351,1,79.7,SAFE
63.0,1402,3795,0,63.1,1451,0,8.0,CONFIRMED_FIRE
41.1,852,3872,1,42.4,683,1,35.9,HIGH_RISK
29.4,401,950,1,29.6,502,1,77.1,SAFE
53.8,827,3504,0,51.3,578,0,31.4,PROBABLE_FIRE
38.8,549,3277,1,41.1,420,1,25.3,HIGH_RISK
54.1,1168,3717,0,56.8,1079,0,5.6,CONFIRMED_FIRE
42.5,542,3736,1,42.5,449,1,16.2,HIGH_RISK
48.9,880,3007,0,49.6,761,1,29.6,PROBABLE_FIRE
30.6,571,1305,1,29.3,411,1,57.3,SAFE
70.5,1269,3063,0,77.5,1211,0,10.4,CONFIRMED_FIRE
58.0,1141,4119,1,69.0,1354,0,16.6,CONFIRMED_FIRE
32.5,407,969,1,32.7,324,1,77.5,SAFE
33.1,369,2435,1,34.6,649,1,61.1,SAFE
20.0,567,1478,1,19.2,534,1,66.1,SAFE
48.7,981,3892,0,54.3,1199,0,18.1,CONFIRMED_FIRE
27.7,486,3029,1,27.7,573,1,48.6,SAFE
50.9,1285,3393,0,55.1,1365,0,22.0,CONFIRMED_FIRE
48.9,637,4042,0,53.4,774,1,32.8,PROBABLE_FIRE
47.1,622,3335,0,49.5,928,0,13.8,PROBABLE_FIRE
50.8,1046,3191,1,50.0,767,0,34.7,PROBABLE_FIRE
45.2,1238,3486,0,57.0,1465,0,11.3,CONFIRMED_FIRE
48.2,914,3069,1,46.6,980,1,16.7,PROBABLE_FIRE
47.2,1090,3430,1,45.4,1055,1,20.3,PROBABLE_FIRE
47.6,1149,3170,0,55.5,1495,0,6.8,CONFIRMED_FIRE
46.8,634,3786,1,50.3,396,1,36.4,HIGH_RISK
43.5,453,3468,1,46.8,502,1,43.5,HIGH_RISK
41.0,1043,2968,1,45.0,1218,1,31.3,PROBABLE_FIRE
37.4,469,3671,1,37.0,631,1,39.7,HIGH_RISK
55.0,1111,3723,1,52.6,1087,0,11.7,CONFIRMED_FIRE
36.1,749,3277,1,40.3,824,0,21.1,PROBABLE_FIRE
44.9,614,4126,1,41.9,645,0,11.4,PROBABLE_FIRE
26.3,384,897,1,26.1,408,1,78.9,SAFE
